hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,1,59,2015,August,35,28,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,123,0,0
Resort Hotel,0,28,2015,August,35,28,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient,105,1,0
Resort Hotel,1,59,2015,August,35,29,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,164,0,2
Resort Hotel,0,0,2015,August,35,29,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,134,0,1
Resort Hotel,0,47,2015,August,35,29,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,146,1,2
Resort Hotel,0,47,2015,August,35,29,2,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,103,0,1
Resort Hotel,0,47,2015,August,35,29,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,0,0,Transient,103,0,1
Resort Hotel,0,57,2015,August,35,29,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,164,0,0
Resort Hotel,0,1,2015,August,35,29,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,0,0,0,Transient-Party,143,0,1
Resort Hotel,0,4,2015,August,35,29,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,67,0,0,Transient,78,1,0
Resort Hotel,1,32,2015,August,35,29,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,135,0,2
Resort Hotel,1,24,2015,August,35,29,2,3,2,0,0,HB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,149,0,0
Resort Hotel,0,11,2015,August,35,29,2,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,140,1,2
Resort Hotel,0,136,2015,August,35,29,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,112,0,2
Resort Hotel,0,2,2015,August,35,29,2,4,3,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,5,No Deposit,0,0,0,Transient,173,0,0
Resort Hotel,1,54,2015,August,35,29,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,122,0,0
Resort Hotel,1,87,2015,August,35,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,123,0,0
Resort Hotel,1,98,2015,August,35,29,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,15,0,0,Transient,131,0,0
Resort Hotel,0,9,2015,August,35,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,146,1,2
Resort Hotel,0,2,2015,August,36,30,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,154,1,0
Resort Hotel,0,11,2015,August,36,30,2,0,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,104,1,4
Resort Hotel,0,11,2015,August,36,30,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,104,1,3
Resort Hotel,1,69,2015,August,36,30,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient,129,0,1
Resort Hotel,0,37,2015,August,36,30,2,1,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,115,1,0
Resort Hotel,0,103,2015,August,36,30,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,0,0,Transient,72,0,0
Resort Hotel,0,5,2015,August,36,30,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,0,Contract,107,0,0
Resort Hotel,0,34,2015,August,36,30,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,72,0,1
Resort Hotel,0,44,2015,August,36,30,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,F,0,No Deposit,250,0,0,Transient,136,0,2
Resort Hotel,0,83,2015,August,36,30,2,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,112,1,1
Resort Hotel,0,83,2015,August,36,30,2,4,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,112,0,1
Resort Hotel,1,72,2015,August,36,30,2,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,158,0,0
Resort Hotel,1,143,2015,August,36,30,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,165,0,2
Resort Hotel,1,47,2015,August,36,30,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,113,0,0
Resort Hotel,1,104,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,161,0,1
Resort Hotel,0,25,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,168,1,0
Resort Hotel,0,82,2015,August,36,30,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,0,0,Transient,103,0,1
Resort Hotel,1,104,2015,August,36,30,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,161,0,0
Resort Hotel,1,346,2015,August,36,30,4,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,0,Transient,96,0,0
Resort Hotel,0,0,2015,August,36,31,1,0,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,93,0,1
Resort Hotel,0,35,2015,August,36,31,1,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient,128,1,1
Resort Hotel,0,34,2015,August,36,31,1,1,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,115,0,1
Resort Hotel,0,83,2015,August,36,31,1,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,81,0,0
Resort Hotel,0,41,2015,August,36,31,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,120,0,1
Resort Hotel,0,26,2015,August,36,31,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,127,0,2
Resort Hotel,1,143,2015,August,36,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,130,0,3
Resort Hotel,0,26,2015,August,36,31,1,2,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,75,0,1
Resort Hotel,1,0,2015,August,36,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,96,0,1
Resort Hotel,1,42,2015,August,36,31,1,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,118,0,2
Resort Hotel,0,6,2015,August,36,31,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,120,0,1
Resort Hotel,0,28,2015,August,36,31,1,2,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,98,0,2
Resort Hotel,0,26,2015,August,36,31,1,3,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,250,0,0,Transient,156,0,0
Resort Hotel,0,10,2015,August,36,31,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,0,0,Contract,123,0,0
Resort Hotel,0,59,2015,August,36,31,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,0,0,Transient,106,0,2
Resort Hotel,1,159,2015,August,36,31,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,101,0,0
Resort Hotel,1,124,2015,August,36,31,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,160,0,0
Resort Hotel,1,60,2015,August,36,31,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,121,0,1
Resort Hotel,0,26,2015,August,36,31,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,126,0,2
Resort Hotel,0,160,2015,August,36,31,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,0,0,Transient,88,0,0
Resort Hotel,0,68,2015,August,36,31,3,8,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,114,0,3
Resort Hotel,1,38,2015,September,36,1,0,2,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,0,Transient,123,0,0
Resort Hotel,1,47,2015,September,36,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,98,0,1
Resort Hotel,0,48,2015,September,36,1,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,151,0,0
Resort Hotel,0,48,2015,September,36,1,0,3,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250,0,0,Transient,135,0,1
Resort Hotel,0,27,2015,September,36,1,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,0,Transient,153,0,2
Resort Hotel,1,71,2015,September,36,1,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,138,0,1
Resort Hotel,1,85,2015,September,36,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,111,0,0
Resort Hotel,1,132,2015,September,36,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,123,0,1
Resort Hotel,0,50,2015,September,36,1,0,4,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,0,Transient,119,0,0
Resort Hotel,0,122,2015,September,36,1,0,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,0,Transient,155,0,2
Resort Hotel,0,64,2015,September,36,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,109,0,2
Resort Hotel,0,48,2015,September,36,1,0,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,A,B,2,No Deposit,250,0,0,Transient,158,0,0
Resort Hotel,0,0,2015,September,36,1,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,0,Transient,128,0,0
Resort Hotel,1,14,2015,September,36,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,113,0,0
Resort Hotel,0,5,2015,September,36,1,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,250,0,0,Transient,113,0,0
Resort Hotel,1,161,2015,September,36,1,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,93,0,2
Resort Hotel,0,62,2015,September,36,1,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,0,Transient,128,0,0
Resort Hotel,1,161,2015,September,36,1,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,93,0,2
Resort Hotel,0,333,2015,September,36,1,1,5,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,111,0,0
Resort Hotel,0,27,2015,September,36,1,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,0,0,Contract,101,0,0
Resort Hotel,1,73,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,121,0,1
Resort Hotel,0,123,2015,September,36,1,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,0,0,Transient,83,0,1
Resort Hotel,1,27,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,131,0,2
Resort Hotel,1,97,2015,September,36,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,121,0,0
Resort Hotel,0,73,2015,September,36,1,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,111,0,0
Resort Hotel,1,97,2015,September,36,1,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,0,Transient,136,0,0
Resort Hotel,0,27,2015,September,36,1,2,6,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,0,0,Transient-Party,186,0,1
Resort Hotel,0,27,2015,September,36,1,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,0,0,Transient-Party,114,0,1
Resort Hotel,1,27,2015,September,36,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,186,0,2
Resort Hotel,0,140,2015,September,36,1,2,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,87,1,0
Resort Hotel,0,62,2015,September,36,1,2,10,2,0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,113,0,2
Resort Hotel,0,381,2015,September,36,1,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,0,Contract,83,0,0
Resort Hotel,0,0,2015,September,36,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,88,0,0,Transient,134,0,0
Resort Hotel,1,149,2015,September,36,2,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient-Party,155,0,3
Resort Hotel,1,1,2015,September,36,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,0,0,Transient,146,0,0
Resort Hotel,1,149,2015,September,36,2,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient-Party,155,0,3
Resort Hotel,0,4,2015,September,36,2,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,154,0,0
Resort Hotel,0,104,2015,September,36,2,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,0,0,Transient,72,0,0
Resort Hotel,0,104,2015,September,36,2,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,0,0,Transient,72,0,0
Resort Hotel,0,68,2015,September,36,2,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250,0,0,Transient,151,1,0
Resort Hotel,1,4,2015,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,No Deposit,96,0,0,Transient-Party,57,0,0
Resort Hotel,1,71,2015,September,36,2,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,153,0,0
Resort Hotel,1,149,2015,September,36,2,2,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,153,0,0
Resort Hotel,0,1,2015,September,36,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,131,0,0
Resort Hotel,0,55,2015,September,36,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,5,0,0,Transient,90,1,0
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,268,0,Transient-Party,88,0,0
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,SMR,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,268,0,Transient-Party,88,0,0
Resort Hotel,0,57,2015,September,36,3,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,171,0,0,Transient,66,1,0
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,268,0,Transient-Party,88,0,0
Resort Hotel,0,29,2015,September,36,3,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,F,2,No Deposit,250,0,0,Transient,211,0,2
Resort Hotel,0,154,2015,September,36,3,0,3,1,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,1,No Deposit,0,268,0,Transient-Party,80,0,0
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,268,0,Transient-Party,88,0,0
Resort Hotel,0,154,2015,September,36,3,0,3,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,268,0,Transient,88,0,0
Resort Hotel,0,6,2015,September,36,3,0,3,2,0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,268,0,Transient-Party,88,0,0
Resort Hotel,1,304,2015,September,36,3,0,3,40,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Group,0,0,0
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,8,0,0,Contract,110,0,1
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,145,0,2
Resort Hotel,0,29,2015,September,36,3,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,8,0,0,Contract,80,0,0
Resort Hotel,0,29,2015,September,36,3,1,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,8,0,0,Contract,125,1,2
Resort Hotel,0,297,2015,September,36,3,1,3,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient-Party,123,0,2
Resort Hotel,1,297,2015,September,36,3,1,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,0,0,0
Resort Hotel,0,52,2015,September,36,3,2,7,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient-Party,113,1,2
Resort Hotel,0,92,2015,September,36,3,2,7,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,123,1,0
Resort Hotel,0,52,2015,September,36,3,2,7,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,0,0,Transient-Party,166,0,3
Resort Hotel,0,56,2015,September,36,3,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,0,Contract,80,0,1
Resort Hotel,0,65,2015,September,36,3,2,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,0,Transient,80,0,0
Resort Hotel,0,50,2015,September,36,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,0,Contract,80,0,1
Resort Hotel,0,163,2015,September,36,3,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,91,0,1
Resort Hotel,1,48,2015,September,36,3,2,8,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,I,0,No Deposit,250,0,0,Transient,153,0,0
Resort Hotel,0,327,2015,September,36,3,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,0,Contract,62,0,1
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,D,F,1,No Deposit,0,110,0,Transient,124,1,0
Resort Hotel,1,1,2015,September,36,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,0,0,Transient,118,0,0
Resort Hotel,0,1,2015,September,36,4,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,240,0,0,Transient,143,1,2
Resort Hotel,0,0,2015,September,36,4,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250,0,0,Transient,131,0,0
Resort Hotel,0,14,2015,September,36,4,0,2,3,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,Refundable,96,0,0,Transient-Party,128,1,0
Resort Hotel,0,88,2015,September,36,4,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,0,0,Transient,167,1,0
Resort Hotel,1,105,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,153,0,0
Resort Hotel,0,0,2015,September,36,4,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,0,0,Transient,172,0,1
Resort Hotel,1,77,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,123,0,0
Resort Hotel,0,15,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,0,0,Transient,146,0,1
Resort Hotel,1,29,2015,September,36,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,0,0,Contract,80,0,0
Resort Hotel,0,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,0,Contract,117,0,0
Resort Hotel,1,23,2015,September,36,4,1,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,155,0,0
Resort Hotel,0,28,2015,September,36,4,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,8,0,0,Contract,80,1,0
Resort Hotel,0,3,2015,September,36,4,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,135,1,2
Resort Hotel,1,28,2015,September,36,4,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,0,Contract,117,0,0
Resort Hotel,0,0,2015,September,36,4,2,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,2,No Deposit,0,0,0,Transient,176,0,0
Resort Hotel,0,4,2015,September,36,4,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,151,0,2
Resort Hotel,0,63,2015,September,36,4,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,168,1,1
Resort Hotel,0,67,2015,September,36,4,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,123,0,1
Resort Hotel,1,29,2015,September,36,4,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,0,0,Transient,152,0,1
Resort Hotel,0,73,2015,September,36,4,2,7,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,0,Transient,153,0,0
Resort Hotel,0,51,2015,September,36,4,3,7,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,0,0,Contract,105,1,0
Resort Hotel,0,150,2015,September,36,4,3,7,2,0,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,0,Transient,183,1,0
Resort Hotel,0,23,2015,September,36,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,120,0,2
Resort Hotel,0,67,2015,September,36,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,0,Transient,98,0,0
Resort Hotel,1,30,2015,September,36,5,0,1,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,149,0,0,Transient,144,0,0
Resort Hotel,1,15,2015,September,36,5,1,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,163,0,0
Resort Hotel,0,68,2015,September,36,5,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,123,0,2
Resort Hotel,0,47,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,171,0,1
Resort Hotel,0,47,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,171,0,2
Resort Hotel,1,74,2015,September,36,5,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,143,0,0
Resort Hotel,1,333,2015,September,36,5,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,0,0,Group,0,0,0
Resort Hotel,0,26,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,156,0,0
Resort Hotel,0,25,2015,September,36,5,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,0,Transient,140,1,1
Resort Hotel,0,71,2015,September,36,5,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,113,0,0
